,wom_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
69,理恵,1978,1970,理恵の職業は,理恵の職種は,理恵は何の仕事をしていますか？理恵は,['理恵の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['理恵の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['理恵は何の仕事をしていますか？理恵は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
70,愛,1978,1970,愛の職業は,愛の職種は,愛は何の仕事をしていますか？愛は,['愛の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['愛の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['愛は何の仕事をしていますか？愛は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、�']
71,絵美,1980,1980,絵美の職業は,絵美の職種は,絵美は何の仕事をしていますか？絵美は,['絵美の職業は、その言葉を持っている。\n\nその言葉を持っている。 その言葉を持っている。 その言葉'],['絵美の職種は、絵美の職種は、絵美の職種は、絵美の職種は、絵美の職種は、絵�'],['絵美は何の仕事をしていますか？絵美は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それ']
72,麻美,1982,1980,麻美の職業は,麻美の職種は,麻美は何の仕事をしていますか？麻美は,['麻美の職業は、私の職業は、私の職業は、私の職業は、私の職業は、私の職業は、私の�'],['麻美の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、�'],['麻美は何の仕事をしていますか？麻美は何の仕事をしています。\n\n今日は、その仕事をしています。\n\n今日は、その仕']
73,麻衣,1983,1980,麻衣の職業は,麻衣の職種は,麻衣は何の仕事をしていますか？麻衣は,['麻衣の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['麻衣の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['麻衣は何の仕事をしていますか？麻衣は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
74,明日香,1983,1980,明日香の職業は,明日香の職種は,明日香は何の仕事をしていますか？明日香は,['明日香の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業'],['明日香の職種は、その職種である。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['明日香は何の仕事をしていますか？明日香は何の仕事をしています。\n\nThe following is a list of the items that can be obtained from the following quests:\n\nThe following is a list of the items that can be obtained']
75,智美,1984,1980,智美の職業は,智美の職種は,智美は何の仕事をしていますか？智美は,['智美の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、�'],['智美の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、�'],['智美は何の仕事をしていますか？智美は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それ']
76,麻衣子,1984,1980,麻衣子の職業は,麻衣子の職種は,麻衣子は何の仕事をしていますか？麻衣子は,['麻衣子の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は'],['麻衣子の職種は、その職種である。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、'],['麻衣子は何の仕事をしていますか？麻衣子は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それ']
77,友美,1984,1980,友美の職業は,友美の職種は,友美は何の仕事をしていますか？友美は,['友美の職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、�'],['友美の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['友美は何の仕事をしていますか？友美は何の仕事をしています。\n\n今日は、その仕事をしています。\n\n今日は、その仕事']
78,彩,1985,1980,彩の職業は,彩の職種は,彩は何の仕事をしていますか？彩は,['彩の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その'],['彩の職種は、その職種です。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは、'],['彩は何の仕事をしていますか？彩は何の仕事をしています。\n\nそれは、彩は何の仕事をしています。\n\nそれは、彩は何の仕事をし']
79,あゆみ,1985,1980,あゆみの職業は,あゆみの職種は,あゆみは何の仕事をしていますか？あゆみは,['あゆみの職業は、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['あゆみの職種は、その職種は、その職種は、その職種は、その職種は、その職種は、その職種は、'],['あゆみは何の仕事をしていますか？あゆみは何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
80,舞,1985,1980,舞の職業は,舞の職種は,舞は何の仕事をしていますか？舞は,['舞の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['舞の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['舞は何の仕事をしていますか？舞は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、�']
81,由佳,1986,1980,由佳の職業は,由佳の職種は,由佳は何の仕事をしていますか？由佳は,['由佳の職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職'],['由佳の職種は、職種の職種である。\n\n職種は、職種の職種である。\n\n職種は、職種の職種'],['由佳は何の仕事をしていますか？由佳は何の仕事をしています。\n\n今日は、今日は、今日は、今日は、今日は、今日は、�']
82,愛美,1987,1980,愛美の職業は,愛美の職種は,愛美は何の仕事をしていますか？愛美は,['愛美の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['愛美の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['愛美は何の仕事をしていますか？愛美は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
83,沙織,1987,1980,沙織の職業は,沙織の職種は,沙織は何の仕事をしていますか？沙織は,['沙織の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は'],['沙織の職種は、その職種です。\n\nその職種は、その職種です。\n\nその職種は、その職種です。\n\n�'],['沙織は何の仕事をしていますか？沙織は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それ']
84,成美,1989,1980,成美の職業は,成美の職種は,成美は何の仕事をしていますか？成美は,['成美の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['成美の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['成美は何の仕事をしていますか？成美は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
85,瞳,1989,1980,瞳の職業は,瞳の職種は,瞳は何の仕事をしていますか？瞳は,['瞳の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['瞳の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['瞳は何の仕事をしていますか？瞳は何の仕事をしています。\n\n第一第一第一第一第一第一第一第一第一第']
86,彩香,1989,1980,彩香の職業は,彩香の職種は,彩香は何の仕事をしていますか？彩香は,['彩香の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['彩香の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['彩香は何の仕事をしていますか？彩香は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
87,千尋,1990,1990,千尋の職業は,千尋の職種は,千尋は何の仕事をしていますか？千尋は,['千尋の職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職'],['千尋の職種は、職種の職種を持つ、職種の職種を持つ、職種の職種を持つ、職種の'],['千尋は何の仕事をしていますか？千尋は何の仕事をしています。\n\n私は、私は、私は、私は、私は、私は、私は、�']
88,美咲,1991,1990,美咲の職業は,美咲の職種は,美咲は何の仕事をしていますか？美咲は,['美咲の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は'],['美咲の職種は、その職種です。\n\nその職種は、その職種です。\n\nその職種は、その職種です。\n\n�'],['美咲は何の仕事をしていますか？美咲は何の仕事をしています。\n\n美咲は何の仕事をしています。\n\n美咲は何の']
89,早紀,1991,1990,早紀の職業は,早紀の職種は,早紀は何の仕事をしていますか？早紀は,['早紀の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、'],['早紀の職種は、その職種である。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['早紀は何の仕事をしていますか？早紀は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
90,茜,1992,1990,茜の職業は,茜の職種は,茜は何の仕事をしていますか？茜は,['茜の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['茜の職種は、その話を持つ、その話を持つ、その話を持つ、その話を持つ、その話を持つ、その'],['茜は何の仕事をしていますか？茜は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
91,桃子,1992,1990,桃子の職業は,桃子の職種は,桃子は何の仕事をしていますか？桃子は,['桃子の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、�'],['桃子の職種は、その職種である。\n\nその職種は、その職種である。 その職種は、その職種である。 その�'],['桃子は何の仕事をしていますか？桃子は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
92,里奈,1993,1990,里奈の職業は,里奈の職種は,里奈は何の仕事をしていますか？里奈は,['里奈の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、そ'],['里奈の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、そ'],['里奈は何の仕事をしていますか？里奈は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
93,萌,1993,1990,萌の職業は,萌の職種は,萌は何の仕事をしていますか？萌は,['萌の職業は、その萌の萌の萌の萌の萌の萌の萌の萌の萌の萌の萌の萌の萌の萌の萌の萌の�'],['萌の職種は、その萌の職種は、その萌の職種は、その萌の職種は、その萌の職種は、その萌の�'],['萌は何の仕事をしていますか？萌は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
94,彩花,1993,1990,彩花の職業は,彩花の職種は,彩花は何の仕事をしていますか？彩花は,['彩花の職業は、それがある。\n\nそれがある。 それがある。 それがある。 それがある。 それがある。 それがある。 それがある。 それがある。 そ'],['彩花の職種は、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは、そ'],['彩花は何の仕事をしていますか？彩花は何の仕事をしています。\n\n彩花は何の仕事をしています。\n\n彩花は何の仕事をしてい']
95,遥,1994,1990,遥の職業は,遥の職種は,遥は何の仕事をしていますか？遥は,['遥の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['遥の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['遥は何の仕事をしていますか？遥は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、�']
96,千夏,1994,1990,千夏の職業は,千夏の職種は,千夏は何の仕事をしていますか？千夏は,['千夏の職業は、その言葉には、その言葉には、その言葉には、その言葉には、その言葉には、その言�'],['千夏の職種は、その言葉には、その言葉には、その言葉には、その言葉には、その言葉には、その言�'],['千夏は何の仕事をしていますか？千夏は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
97,葵,1994,1990,葵の職業は,葵の職種は,葵は何の仕事をしていますか？葵は,['葵の職業は、その葵を持つ、その葵を持つ、その葵を持つ、その葵を持つ、その葵を持つ、その'],['葵の職種は、その葵を持つ、その葵を持つ、その葵を持つ、その葵を持つ、その葵を持つ、その'],['葵は何の仕事をしていますか？葵は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
98,佳奈,1995,1990,佳奈の職業は,佳奈の職種は,佳奈は何の仕事をしていますか？佳奈は,['佳奈の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['佳奈の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['佳奈は何の仕事をしていますか？佳奈は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
99,菜摘,1995,1990,菜摘の職業は,菜摘の職種は,菜摘は何の仕事をしていますか？菜摘は,['菜摘の職業は、その言葉には、その言葉には、その言葉には、その言葉には、その言葉には、その�'],['菜摘の職種は、菜摘の職種は、菜摘の職種は、菜摘の職種は、菜摘の職種は、菜�'],['菜摘は何の仕事をしていますか？菜摘は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それ']
100,真由,1996,1990,真由の職業は,真由の職種は,真由は何の仕事をしていますか？真由は,['真由の職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職'],['真由の職種は、職種の職種である。\n\n職種は、職種の職種である。\n\n職種は、職種の職種'],['真由は何の仕事をしていますか？真由は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
101,楓,1996,1990,楓の職業は,楓の職種は,楓は何の仕事をしていますか？楓は,['楓の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、そ'],['楓の職種は、その職種は、その職種は、その職種は、その職種は、その職種は、その職種は、そ'],['楓は何の仕事をしていますか？楓は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
102,奈々,1996,1990,奈々の職業は,奈々の職種は,奈々は何の仕事をしていますか？奈々は,['奈々の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、�'],['奈々の職種は、その職種は、その職種は、その職種は、その職種は、その職種は、その職種は、�'],['奈々は何の仕事をしていますか？奈々は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
103,七海,1997,1990,七海の職業は,七海の職種は,七海は何の仕事をしていますか？七海は,['七海の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['七海の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['七海は何の仕事をしていますか？七海は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
104,優花,1997,1990,優花の職業は,優花の職種は,優花は何の仕事をしていますか？優花は,['優花の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['優花の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['優花は何の仕事をしていますか？優花は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
105,未来,1997,1990,未来の職業は,未来の職種は,未来は何の仕事をしていますか？未来は,['未来の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、�'],['未来の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['未来は何の仕事をしていますか？未来は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
106,彩乃,1998,1990,彩乃の職業は,彩乃の職種は,彩乃は何の仕事をしていますか？彩乃は,['彩乃の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、そ'],['彩乃の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、そ'],['彩乃は何の仕事をしていますか？彩乃は何の仕事をしています。\n\nそれは、彩乃は何の仕事をしています。\n\nそれは、彩乃は�']
107,玲奈,1998,1990,玲奈の職業は,玲奈の職種は,玲奈は何の仕事をしていますか？玲奈は,['玲奈の職業は、知っている。\n\n知っている。知っている。知っている。知っている。知っている。知っている。知っている。'],['玲奈の職種は、知っている。\n\n知っている。知っている。知っている。知っている。知っている。知っている。知っている。'],['玲奈は何の仕事をしていますか？玲奈は何の仕事をしています。\n\n玲奈は何の仕事をしています。\n\n玲奈は何の仕事']
108,亜美,1999,1990,亜美の職業は,亜美の職種は,亜美は何の仕事をしていますか？亜美は,['亜美の職業は、私の職業は、私の職業は、私の職業は、私の職業は、私の職業は、私の�'],['亜美の職種は、私の職種は、私の職種は、私の職種は、私の職種は、私の職種は、私の�'],['亜美は何の仕事をしていますか？亜美は何の仕事をしています。\n\n今日は、今日は、今日は、今日は、今日は、今日は']
109,菜々子,1999,1990,菜々子の職業は,菜々子の職種は,菜々子は何の仕事をしていますか？菜々子は,['菜々子の職業は、菜々子の職業は、菜々子の職業は、菜々子の職業は、菜々子の職業は、菜々'],['菜々子の職種は、菜々子の職種は、菜々子の職種は、菜々子の職種は、菜々子の職種は、菜々'],['菜々子は何の仕事をしていますか？菜々子は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それ']
110,さくら,2000,2000,さくらの職業は,さくらの職種は,さくらは何の仕事をしていますか？さくらは,['さくらの職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、そ'],['さくらの職種は、その職種である。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それ'],['さくらは何の仕事をしていますか？さくらは何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
111,菜月,2000,2000,菜月の職業は,菜月の職種は,菜月は何の仕事をしていますか？菜月は,"['菜月の職業は、英語版です。\n\nCopyright © 2017, Yūichi Nakamura. All rights reserved.\n\nCopyright © 2017, Yūichi Nakamura. All rights reserved.\n\nCopyright © 2017, Yūichi Nakamura. All rights reserved.\n\nCopyright © 2017, Yūichi']",['菜月の職種は、英語版には、言葉版には、言葉版の記憶を持つ、言葉版の記憶を持つ、言�'],['菜月は何の仕事をしていますか？菜月は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
112,美月,2000,2000,美月の職業は,美月の職種は,美月は何の仕事をしていますか？美月は,['美月の職業は、美月の職業は、美月の職業は、美月の職業は、美月の職業は、美月の職�'],['美月の職種は、美月の職種は、美月の職種は、美月の職種は、美月の職種は、美月の職�'],['美月は何の仕事をしていますか？美月は何の仕事をしています。\n\n美月は何の仕事をしています。\n\n美月は何の仕事']
113,結衣,2001,2000,結衣の職業は,結衣の職種は,結衣は何の仕事をしていますか？結衣は,['結衣の職業は、結衣の職業は、結衣の職業は、結衣の職業は、結衣の職業は、結衣の職�'],['結衣の職種は、結衣の職種を持つ、結衣の職種を持つ、結衣の職種を持つ、結衣の職'],['結衣は何の仕事をしていますか？結衣は何の仕事をしています。\n\n結衣は何の仕事をしています。\n\n結衣は何の仕事']
114,琴音,2001,2000,琴音の職業は,琴音の職種は,琴音は何の仕事をしていますか？琴音は,['琴音の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['琴音の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['琴音は何の仕事をしていますか？琴音は何の仕事をしています。\n\n？琴音は何の仕事をしています。\n\n？琴音は�']
115,美羽,2002,2000,美羽の職業は,美羽の職種は,美羽は何の仕事をしていますか？美羽は,['美羽の職業は、美羽の職業は、美羽の職業は、美羽の職業は、美羽の職業は、美�'],['美羽の職種は、美羽の職種は、美羽の職種は、美羽の職種は、美羽の職種は、美�'],['美羽は何の仕事をしていますか？美羽は何の仕事をしています。\n\n美羽は何の仕事をしています。\n\n美羽は何の']
116,莉子,2002,2000,莉子の職業は,莉子の職種は,莉子は何の仕事をしていますか？莉子は,['莉子の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、�'],['莉子の職種は、その職種である。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、そ'],['莉子は何の仕事をしていますか？莉子は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
117,美優,2002,2000,美優の職業は,美優の職種は,美優は何の仕事をしていますか？美優は,['美優の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、'],['美優の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、'],['美優は何の仕事をしていますか？美優は何の仕事をしています。\n\n美優は何の仕事をしています。\n\n美優は何の']
118,陽菜,2003,2000,陽菜の職業は,陽菜の職種は,陽菜は何の仕事をしていますか？陽菜は,['陽菜の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['陽菜の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['陽菜は何の仕事をしていますか？陽菜は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
119,凜,2003,2000,凜の職業は,凜の職種は,凜は何の仕事をしていますか？凜は,['凜の職業は、職業の職業を持つ、職業の職業を持つ、職業の職業を持つ、職業の�'],['凜の職種は、その職種です。\n\nそれは、それでも、それでも、それでも、それでも、それでも、それでも、それでも、それでも、そ'],['凜は何の仕事をしていますか？凜は何の仕事をしています。\n\n私は、私の仕事をしています。\n\n私は、私の仕事をしています']
120,真央,2003,2000,真央の職業は,真央の職種は,真央は何の仕事をしていますか？真央は,['真央の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、そ'],['真央の職種は、私の職種は、私の職種は、私の職種は、私の職種は、私の職種は、私の職'],['真央は何の仕事をしていますか？真央は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
121,花音,2004,2000,花音の職業は,花音の職種は,花音は何の仕事をしていますか？花音は,['花音の職業は、その花音には、その花音には、その花音には、その花音には、その花音には、その花音には、'],['花音の職種は、その花音には、その花音には、その花音には、その花音には、その花音には、その花音には、'],['花音は何の仕事をしていますか？花音は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
122,百花,2004,2000,百花の職業は,百花の職種は,百花は何の仕事をしていますか？百花は,['百花の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['百花の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['百花は何の仕事をしていますか？百花は何の仕事をしています。\n\n百花は何の仕事をしています。\n\n百花は何の仕事']
123,優衣,2006,2000,優衣の職業は,優衣の職種は,優衣は何の仕事をしていますか？優衣は,['優衣の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['優衣の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['優衣は何の仕事をしていますか？優衣は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
124,優奈,2007,2000,優奈の職業は,優奈の職種は,優奈は何の仕事をしていますか？優奈は,['優奈の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['優奈の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['優奈は何の仕事をしていますか？優奈は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
125,ひなた,2007,2000,ひなたの職業は,ひなたの職種は,ひなたは何の仕事をしていますか？ひなたは,['ひなたの職業は、それはそれです。\n\nそれは、それです。 それは、それです。 それは、それです。 それは、それです。 それは、それです。'],['ひなたの職種は、それはそれです。\n\nそれは、それはそれです。\n\nそれはそれです。\n\nそれはそれです。\n\nそれはそれです。\n\nそ'],['ひなたは何の仕事をしていますか？ひなたは何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
126,心優,2008,2000,心優の職業は,心優の職種は,心優は何の仕事をしていますか？心優は,['心優の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['心優の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['心優は何の仕事をしていますか？心優は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
127,美桜,2008,2000,美桜の職業は,美桜の職種は,美桜は何の仕事をしていますか？美桜は,['美桜の職業は、美桜の職業は、美桜の職業は、美桜の職業は、美桜の職業は、美�'],['美桜の職種は、美桜の職種は、美桜の職種は、美桜の職種は、美桜の職種は、美�'],['美桜は何の仕事をしていますか？美桜は何の仕事をしています。\n\n美桜は何の仕事をしています。\n\n美桜は何の']
128,結菜,2008,2000,結菜の職業は,結菜の職種は,結菜は何の仕事をしていますか？結菜は,['結菜の職業は、結菜の職業は、結菜の職業は、結菜の職業は、結菜の職業は、結�'],['結菜の職種は、結菜の職種は、結菜の職種は、結菜の職種は、結菜の職種は、結�'],['結菜は何の仕事をしていますか？結菜は何の仕事をしています。\n\n結菜は何の仕事をしています。\n\n結菜は何の']
129,結愛,2009,2000,結愛の職業は,結愛の職種は,結愛は何の仕事をしていますか？結愛は,['結愛の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['結愛の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['結愛は何の仕事をしていますか？結愛は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
130,杏,2011,2010,杏の職業は,杏の職種は,杏は何の仕事をしていますか？杏は,['杏の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その'],['杏の職種は、その職種である。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['杏は何の仕事をしていますか？杏は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、�']
131,心愛,2011,2010,心愛の職業は,心愛の職種は,心愛は何の仕事をしていますか？心愛は,['心愛の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、そ'],['心愛の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、そ'],['心愛は何の仕事をしていますか？心愛は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
132,愛菜,2011,2010,愛菜の職業は,愛菜の職種は,愛菜は何の仕事をしていますか？愛菜は,['愛菜の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['愛菜の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['愛菜は何の仕事をしていますか？愛菜は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
133,心春,2012,2010,心春の職業は,心春の職種は,心春は何の仕事をしていますか？心春は,['心春の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['心春の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['心春は何の仕事をしていますか？心春は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
134,芽依,2012,2010,芽依の職業は,芽依の職種は,芽依は何の仕事をしていますか？芽依は,['芽依の職業は、英語版には、言葉版には、言葉版の記憶を持つ、言葉版の記憶を持つ、言�'],['芽依の職種は、英語版には、言葉版には、言葉版の記憶を持つ、言葉版の記憶を持つ、言�'],['芽依は何の仕事をしていますか？芽依は何の仕事をしています。\n\n英語版は、この設定ではなく、この設定ではなく、こ']
135,凛,2013,2010,凛の職業は,凛の職種は,凛は何の仕事をしていますか？凛は,['凛の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その'],['凛の職種は、その職種を持つ、その職種を持つ、その職種を持つ、その職種を持つ、その�'],['凛は何の仕事をしていますか？凛は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、�']
136,美結,2013,2010,美結の職業は,美結の職種は,美結は何の仕事をしていますか？美結は,['美結の職業は、美結の職業は、美結の職業は、美結の職業は、美結の職業は、美�'],['美結の職種は、美結の職種は、美結の職種は、美結の職種は、美結の職種は、美�'],['美結は何の仕事をしていますか？美結は何の仕事をしています。\n\n美結は何の仕事をしています。\n\n美結は何の']
