,wom_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
36,弘子,1932,1930,弘子の職業は,弘子の職種は,弘子は何の仕事をしていますか？弘子は,['弘子の職業は看護師 で、弘子には 看護師 として働いていた頃の恋人がいました。 弘子は 看護師 として働いていた頃、弘子には 看護師 として働いていた頃の恋人がいました。 弘子には 看護師 として働いていた頃の恋人がいました。 弘子には 看護師 として働いていた頃の恋人が'],['弘子の職種は(し) (し) (し) (し) (し) (し) (し) (し) (し) (し) (し) (し) (し) (し) (し)'],['弘子は何の仕事をしていますか?弘子は何の仕事をしていますか? 弘子 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 弘子 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 弘子 私は 何の仕事をしていますか? ']
37,栄子,1935,1930,栄子の職業は,栄子の職種は,栄子は何の仕事をしていますか？栄子は,['栄子の職業は看護師 で、看護師の免許を持っている。 看護師の免許を持っているので、栄子も看護師として働いている。 栄子は、看護師として働いているが、栄子も看護師として働いている。 看護師の栄子は、栄子も看護師として働いているが、栄子も看護師として働いている。 看護師の栄子は、看護師として働いているが、栄子'],['栄子の職種は秘書 である。 栄子は、秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書として、栄子の秘書'],['栄子は何の仕事をしていますか?栄子は何の仕事をしていますか? 栄子 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 栄子 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 栄子 私は 何の仕事をしていますか? ']
38,良子,1935,1930,良子の職業は,良子の職種は,良子は何の仕事をしていますか？良子は,['良子の職業は看護師 で、 看護師 として 病院に勤務している 良子 さん。 良子 さんは、 看護師 として 病院に勤務している 良子 さん。 良子 さんは、 看護師 として 病院に勤務している 良子 さん。 良子 さんは、 看護師 として 病院に勤務'],['良子の職種は1 つだけ。 良子は、自分の名前を「良子」と名乗り、その名前を「良子」と名乗った。 良子は、自分の名前を「良子」と名乗った。 良子は、自分の名前を「良子」と名乗った。 良子は、自分の名前を「良子」'],['良子は何の仕事をしていますか?良子は何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか?']
39,京子,1936,1930,京子の職業は,京子の職種は,京子は何の仕事をしていますか？京子は,['京子の職業は京子 は、京子 は、京子 は、京子 は、京子 は、京子 は、京子 は、京子 は、京子 は、京子 は、京子 は、京子 は、京子 は、京子 は、京子 は'],['京子の職種は京子 の「京」の字を「京」と読むことから、京子 の「京」の字を「京子」と読むようになった。 京子 は、京子 の「京」の字を「京子」と読むことから、京子 の「京」の字を「京子」と読むようになった。 '],['京子は何の仕事をしていますか?京子は何の仕事をしていますか? 京子 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 京子 私は 何の仕事をしていますか? 京子 私は 何の仕事をしていますか? 京子 私は 何の仕事をしています']
40,悦子,1936,1930,悦子の職業は,悦子の職種は,悦子は何の仕事をしていますか？悦子は,['悦子の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 悦子の母は、看護師として、患者さんの健康管理や看護技術の向上に努めている。 悦子の父は、看護師として、患者さんの健康管理や看護技術の向上に努めている。 悦子の母は、看護師として、患者さんの健康'],['悦子の職種は看護婦 である。 悦子は、看護婦として、患者さんの健康管理をし、患者さんの病状を把握し、看護の質の向上に努めている。 悦子は、患者さんの病状を把握し、看護の質の向上に努めている。 悦子は、患者さんの病状を把握し、看護の質の向上'],['悦子は何の仕事をしていますか?悦子は何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしています']
41,紀子,1940,1940,紀子の職業は,紀子の職種は,紀子は何の仕事をしていますか？紀子は,['紀子の職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っている紀子さんは、 看護師の免許を持っているので、 看護師の免許を持っている紀子さんは、 看護師の免許を持っているので、 看護師の免許を持っている紀子さんは、 看護師の免許を持っているので、 看護師の免許を持っている紀子さん'],['紀子の職種は秘書 で、紀子の父は 秘書 で、紀子の母は 秘書 で、紀子の父は 秘書 で、紀子の母は 秘書 で、紀子の父は 秘書 で、紀子の母は 秘書 で、紀子の父は 秘書 で、紀子の母は 秘書 '],['紀子は何の仕事をしていますか?紀子は何をしていますか? 紀子 私は 何をしていますか? 私は 何をしていますか? 紀子 私は 何をしていますか? 私は 何をしていますか? 紀子 私は 何をしていますか? 私は 何をしています']
42,恵子,1941,1940,恵子の職業は,恵子の職種は,恵子は何の仕事をしていますか？恵子は,['恵子の職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているの'],['恵子の職種は看護婦 である。 恵子は、看護婦として、患者さんの看護をし、患者さんの家族と接し、患者さんの病状を観察し、看護の質の向上に努めている。 看護婦は、患者さんの病状を観察し、看護の質の向上に努めている。 看護婦は、患者さんの病'],['恵子は何の仕事をしていますか?恵子は何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか']
43,勝子,1942,1940,勝子の職業は,勝子の職種は,勝子は何の仕事をしていますか？勝子は,['勝子の職業は看護師 で、 看護師 として 病院に勤務している 勝子 は、 看護師 として 病院に勤務している 勝子 は、 看護師 として 病院に勤務している 勝子 は、 看護師 として 病院に勤務している 勝子 は、 看護師 として 病院に勤務している 勝子 は、'],['勝子の職種は女中 で、勝子の母は 女中 の 勝子 で、勝子の父は 女中 の 勝子 で、勝子の母は 女中 の 勝子 で、勝子の父は 女中 の 勝子 で、勝子の母は 女中 の'],['勝子は何の仕事をしていますか?勝子は何の仕事をしていますか? 勝子 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 勝子 私は 何の仕事をしていますか? 勝子 私は 何の仕事をしていますか? 勝子 私は 何の仕事をしています']
44,恵美子,1947,1940,恵美子の職業は,恵美子の職種は,恵美子は何の仕事をしていますか？恵美子は,['恵美子の職業は看護師 で、恵美子は 看護師 として 恵美子の 病院 で働いています。 恵美子は 看護師 として 恵美子の 病院 で働いています。 恵美子は 看護師 として 恵美子の 病院 で働いています。 恵美子は 看護師 として 恵美子の '],['恵美子の職種は看護師 で、恵美子は 看護師 として 恵美子の職場に 勤務している。 恵美子は 看護師 として 恵美子の職場に 勤務している。 恵美子は 看護師 として 恵美子の職場に 勤務している。 恵美子は 看護師 として 恵美子の職場に 勤務'],['恵美子は何の仕事をしていますか?恵美子は何をしていますか? 恵美子は 何をしていますか? 恵美子は 何をしていますか? 恵美子は 何をしていますか? 恵美子は 何をしていますか? 恵美子は 何をしていますか? 恵美子は ']
45,啓子,1948,1940,啓子の職業は,啓子の職種は,啓子は何の仕事をしていますか？啓子は,['啓子の職業は看護師 。 啓子には、看護師になる夢があった。 啓子は、看護師になる夢を叶えるために、看護学校に通っていた。 啓子は、看護学校に通っている最中に、啓子と同じクラスの生徒の女の子・美咲に恋をする。 啓子は、美咲に恋心を抱くが、美咲は、啓子に'],['啓子の職種は看護婦 で、啓子の母は 看護婦 で、啓子の父は 看護婦 で、啓子の母は 看護婦 で、啓子の父は 看護婦 で、啓子の母は 看護婦 で、啓子の父は 看護婦 で、啓子の母は 看護婦 で'],['啓子は何の仕事をしていますか?啓子は何の仕事をしていますか? 啓子 私は 何の仕事をしていますか? 啓子 私は 何の仕事をしていますか? 啓子 私は 何の仕事をしていますか? 啓子 私は 何の仕事をしていますか? 啓子 私は 何の']
46,久美子,1949,1940,久美子の職業は,久美子の職種は,久美子は何の仕事をしていますか？久美子は,['久美子の職業は看護師 で、 看護師の 資格を持っている 久美子は 看護師 として 病院に勤務している 久美子は 看護師 として 病院に勤務している 久美子は 看護師 として 病院に勤務している 久美子は 看護師 として 病院に勤務している 久美子は 看護師 として 病院に勤務している 久美子'],['久美子の職種は看護師 である。 久美子は、看護師として、患者さんの病状を観察し、その方にあった看護を実践する。 久美子は、看護師として、患者さんの病状を観察し、その方にあった看護を実践する。 久美子は、看護師として、患者さんの病状を観察し、その方'],['久美子は何の仕事をしていますか?久美子は何をしていますか? 久美子は 何をしていますか? 久美子は 何をしていますか? 久美子は 何をしていますか? 久美子は 何をしていますか? 久美子は 何をしていますか? 久美子は ']
47,順子,1950,1950,順子の職業は,順子の職種は,順子は何の仕事をしていますか？順子は,['順子の職業は看護師 で、順子の夫は 看護師 の 男性 です。 順子の夫は 看護師 で、順子の夫は 看護師 の 男性 です。 順子の夫は 看護師 で、順子の夫は 看護師 の 男性 です。 順子の夫は 看護師 で、順'],['順子の職種は看護婦 で、順子の夫は 看護師 で、順子の夫は 看護師 で、順子の夫は 看護師 で、順子の夫は 看護師 で、順子の夫は 看護師 で、順子の夫は 看護師 で、順子の夫は 看護師 で、順子の夫は 看護師'],['順子は何の仕事をしていますか?順子は何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか?']
48,由美子,1950,1950,由美子の職業は,由美子の職種は,由美子は何の仕事をしていますか？由美子は,['由美子の職業は看護師 で、 看護師の 仕事は 患者さんの 健康管理 です。 由美子 は 看護師 として 患者さんの 健康管理 を しています。 由美子 は 看護師 として 患者さんの 健康管理 を しています。 由美子 は 看護師 として '],['由美子の職種は看護師 である。 看護師としての仕事は、患者さんの病状を観察し、医師の指示のもと、看護を行う。 看護の内容は、患者さんの病状を観察し、医師の指示のもと、看護を行う。 看護の内容は、患者さんの病状を観察し、医師の指示のもと、看護を行う。 看護の内容は、患者'],['由美子は何の仕事をしていますか?由美子は何の仕事をしていますか? 由美子 私は、今、 何の仕事をしていますか? 私は、今、 何の仕事をしていますか? 由美子 私は、今、 何の仕事をしていますか? 私は、今、 何の仕事をしていますか? 由美']
49,裕子,1955,1950,裕子の職業は,裕子の職種は,裕子は何の仕事をしていますか？裕子は,['裕子の職業は看護師 で、裕子は 看護師 として 病院に勤務している。 裕子は 看護師 として 病院に勤務している。 裕子は 看護師 として 病院に勤務している。 裕子は 看護師 として 病院に勤務している。 裕子は 看護師 として 病院に勤務している。 裕子は 看護師 として 病院に勤務している'],['裕子の職種は看護師 で、裕子は 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として'],['裕子は何の仕事をしていますか?裕子は何をしていますか? 裕子 私は、今、 何をしていますか? 裕子 私は、 何をしていますか? 裕子 私は、 何をしていますか? 裕子 私は、 何をしていますか? 裕子 私は、 ']
50,明美,1957,1950,明美の職業は,明美の職種は,明美は何の仕事をしていますか？明美は,['明美の職業は看護師 で、 看護師の免許を持っているので、 明美は 看護師 として 看護師 として 働いています。 明美は 看護師 として 看護師 として 働いています。 明美は 看護師 として 看護師 として 働いています。 明美は 看護師 として 看護師 として '],['明美の職種は看護師 で、 看護師 として 病院 で働いています。 明美は 看護師 として 病院 で働いていますが、 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師'],['明美は何の仕事をしていますか?明美は何を しているのですか? 明美は 何を しているのですか?明美は 何を しているのですか? 明美は 何を しているのですか?明美は 何を しているのですか? 明美は 何を しているのですか?明']
51,智子,1959,1950,智子の職業は,智子の職種は,智子は何の仕事をしていますか？智子は,['智子の職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているの'],['智子の職種は秘書 で、智子は 秘書 の 仕事を 担当 している。 智子は 秘書 の 仕事を 担当 している。 智子は 秘書 の 仕事を 担当 している。 智子は 秘書 の 仕事を 担当 している。 智子は 秘書 の 仕事を 担当 している。 '],['智子は何の仕事をしていますか?智子は何の仕事をしていますか? 智子 私は 何の仕事をしていますか? 智子は 何の仕事をしていますか? 智子 私は 何の仕事をしていますか? 智子 私は 何の仕事をしていますか? 智子 私は 何の仕事をし']
52,浩子,1960,1960,浩子の職業は,浩子の職種は,浩子は何の仕事をしていますか？浩子は,['浩子の職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているの'],['浩子の職種は1 つだけ。 浩子の職種は 1 つだけ。 浩子の職種は 1 つだけ。 浩子の職種は 1 つだけ。 浩子の職種は 1 つだけ。 浩子の職種は 1 つだけ。 浩子の職種は 1 つだけ。 浩子の'],['浩子は何の仕事をしていますか?浩子は何をしていますか? 浩子 私は、今、 何をしていますか? 私は、 何をしていますか? 浩子 私は、 何をしていますか? 私は、 何をしていますか? 浩子 私は、 何をしていますか?']
53,真由美,1961,1960,真由美の職業は,真由美の職種は,真由美は何の仕事をしていますか？真由美は,['真由美の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの'],['真由美の職種は秘書 である。 秘書は、秘書室の事務員である。 秘書室の事務員は、秘書室の事務員である。 秘書室の事務員は、秘書室の事務員である。 秘書室の事務員は、秘書室の事務員である。 秘書室の事務員は、秘書室の事務員である'],['真由美は何の仕事をしていますか?真由美は何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか?']
54,由美,1962,1960,由美の職業は,由美の職種は,由美は何の仕事をしていますか？由美は,['由美の職業は看護師 で、 看護師の 仕事は 患者さんの 健康管理 です。 由美は 看護師 として 患者さんの 健康管理 を しています。 由美は 看護師 として 患者さんの 健康管理 を しています。 由美は 看護師 として 患者さんの 健康管理'],['由美の職種は” 看護師 ” で、 ” 看護助手 ” と ” 看護助手 ” の2種類があります。 看護師は、病院や診療所で、看護師として働いている人が多いです。 看護師は、病院や診療所で、看護師として働いている人が多いです。 看護師は、病院や診療所で、看護師として'],['由美は何の仕事をしていますか?由美は何の仕事をしていますか? 由美は 何の仕事をしていますか?由美は 何の仕事をしていますか? 由美は 何の仕事をしていますか?由美は 何の仕事をしていますか? 由美は 何の仕事をしていますか?由美は 何の仕事をしています']
55,ゆかり,1964,1960,ゆかりの職業は,ゆかりの職種は,ゆかりは何の仕事をしていますか？ゆかりは,['ゆかりの職業は警察官 。 警察官になる前は、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の制服を着て、警察官の'],['ゆかりの職種は・・・ ・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・'],['ゆかりは何の仕事をしていますか?ゆかりは何の仕事をしていますか? ゆかりは 何の仕事をしていますか? ゆかりは 何の仕事をしていますか? ゆかりは 何の仕事をしていますか? ゆかりは 何の仕事をしていますか? ゆかりは 何の仕事をしていますか']
56,直美,1965,1960,直美の職業は,直美の職種は,直美は何の仕事をしていますか？直美は,['直美の職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っている'],['直美の職種は看護師 で、 看護師 として 病院 で働いています。 直美は 看護師 として 病院 で働いていますが、 看護師 として 病院 で働いていても 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 '],['直美は何の仕事をしていますか?直美は何の仕事をしていますか? 直美は 何の仕事をしていますか? 直美は 何の仕事をしていますか? 直美は 何の仕事をしていますか? 直美は 何の仕事をしていますか? 直美は 何の仕事をしていますか']
57,陽子,1966,1960,陽子の職業は,陽子の職種は,陽子は何の仕事をしていますか？陽子は,['陽子の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの'],['陽子の職種は宇宙開発事業団(nasda)の宇宙開発事業団(nasda)の宇宙開発事業団(nasda)の宇宙開発事業団(nasda)の宇宙開発事業団(nasda)の宇宙開発事業団(nasda)の宇宙開発事業団(nasda)の宇宙開発事業団(nasda)の宇宙開発'],['陽子は何の仕事をしていますか?陽子は何の仕事をしていますか? 陽子は 何の仕事をしていますか? 陽子は 何の仕事をしていますか? 陽子は 何の仕事をしていますか? 陽子は 何の仕事をしていますか? 陽子は 何の仕事をしていますか? 陽子は 何の']
58,直子,1970,1970,直子の職業は,直子の職種は,直子は何の仕事をしていますか？直子は,['直子の職業は看護師 で、看護師の免許を持っている。 直子は、看護師の免許を持っているが、看護師の免許を持っているのは、直子だけ。 直子は、看護師の免許を持っているが、看護師の免許を持っているのは、直子だけ。 直子は、看護師の免許を持っているが、看護師の免許を持っているのは、直子だけ。 直'],['直子の職種は看護師 で、看護師として働いていたのですが、結婚を機に退職しました。 看護師として働いていた頃は、夜勤の日は、夜勤明けに、お弁当を作って、病院に持って行っていました。 看護師として働いていた頃は、夜勤明けに、お弁当を作って、病院に持って行っていました。 看護師'],['直子は何の仕事をしていますか?直子は何の仕事をしていますか? 直子 私は 何の仕事をしていますか? 直子 私は 何の仕事をしていますか? 直子 私は 何の仕事をしていますか? 直子 私は 何の仕事をしていますか? 直子 私は 何の']
59,純子,1971,1970,純子の職業は,純子の職種は,純子は何の仕事をしていますか？純子は,['純子の職業は看護師 。 純子の夫は 看護師 。 純子の夫は 看護師 。 純子の夫は 看護師 。 純子の夫は 看護師 。 純子の夫は 看護師 。 純子の夫は 看護師 。 純子の夫は 看護師 。 純子の夫は 看護師 '],['純子の職種は看護師 で、純子の夫は 看護師 で、純子の夫は 看護師 で、純子の夫は 看護師 で、純子の夫は 看護師 で、純子の夫は 看護師 で、純子の夫は 看護師 で、純子の夫は 看護師 で、純子の夫は 看護師 '],['純子は何の仕事をしていますか?純子は何の仕事をしていますか? 純子 私は、今、 何の仕事をしていますか? 純子 私は、今、 何の仕事をしていますか? 純子 私は、今、 何の仕事をしていますか? 純子 私は、今、 何の仕事を']
60,恵美,1972,1970,恵美の職業は,恵美の職種は,恵美は何の仕事をしていますか？恵美は,['恵美の職業は看護師 。 恵美は、看護師として働いていたが、ある事件をきっかけに、看護師としての仕事をやめる。 恵美は、看護師として働いていた頃、恵美の親友である 看護師 の 恵美 と 看護師 の 恵美 の姉 恵美 と 看護師 の 恵美 の姉'],['恵美の職種は” 看護師 ” である。 恵美は、看護師として、患者さんの病状を把握し、その方にあった看護を心がけている。 恵美は、看護師として、患者さんの病状を把握し、その方にあった看護を心がけている。 恵美は、看護師として、患者さんの'],['恵美は何の仕事をしていますか?恵美は何の仕事をしていますか? 恵美は 何の仕事をしていますか? 恵美は 何の仕事をしていますか? 恵美は 何の仕事をしていますか? 恵美は 何の仕事をしていますか? 恵美は 何の仕事をしていますか']
61,美香,1972,1970,美香の職業は,美香の職種は,美香は何の仕事をしていますか？美香は,['美香の職業は看護師 で、美香の職場は 病院 で、美香は 看護師 として働いています。 美香は 看護師 として働いていますが、美香は 看護師 として働いています。 美香は 看護師 として働いていますが、美香は 看護師 として働いています。 美香は '],['美香の職種は看護師 で、美香は 看護師 として 美香の職場に 勤めている。 美香は 看護師 として 美香の職場に 勤めている。 美香は 看護師 として 美香の職場に 勤めている。 美香は 看護師 として 美香の職場に 勤め'],['美香は何の仕事をしていますか?美香は何の仕事をしていますか? 美香は 何の仕事をしていますか? 美香は 何の仕事をしていますか? 美香は 何の仕事をしていますか? 美香は 何の仕事をしていますか? 美香は 何の仕事をしていますか']
62,香織,1973,1970,香織の職業は,香織の職種は,香織は何の仕事をしていますか？香織は,['香織の職業は看護師 で、 看護師の免許を持っている香織は、 看護師の免許を持っている香織は、 看護師の免許を持っている香織は、 看護師の免許を持っている香織は、 看護師の免許を持っている香織は、 看護師の免許を持っている香織は、 看護師の免許を持っている香織は、 看護師の免許を持っている香'],['香織の職種は看護師 である。 香織は、看護師として、患者さんの病状を把握し、その方にあった看護を心がけている。 患者さんの病状を把握し、その方にあった看護を心がけている香織は、患者さんの病状を把握し、その方にあった看護を心がけている。'],['香織は何の仕事をしていますか?香織は何の仕事をしていますか? 香織は 何の仕事をしていますか?香織は 何の仕事をしていますか? 香織は 何の仕事をしていますか?香織は 何の仕事をしていますか? 香織は 何の仕事をしていますか?香']
63,恵,1973,1970,恵の職業は,恵の職種は,恵は何の仕事をしていますか？恵は,['恵の職業は恵の母親が 経営する 美容室の 美容師 恵の母親が 経営する 美容室の 美容師 恵の母親が 経営する 美容室の 美容師 恵の母親が 経営する 美容室の 美容師 恵の母親が 経営する 美容室の 美容師'],['恵の職種は である。 恵は、の職種である。 恵は、の職種である。 恵は、の職種である。 恵は、の職種である。 恵は、の職種である。 恵は、の職種である。 恵は、の職種である。'],['恵は何の仕事をしていますか?恵は何の仕事をしていますか? 恵は 何の仕事をしていますか? 恵は 何の仕事をしていますか? 恵は 何の仕事をしていますか? 恵は 何の仕事をしていますか? 恵は 何の仕事をしていますか? 恵は 何の']
64,美穂,1973,1970,美穂の職業は,美穂の職種は,美穂は何の仕事をしていますか？美穂は,['美穂の職業は看護師 。 美穂は、看護師として働いていたが、ある夜、美穂の同僚である 看護師 の 美穂 に、 看護婦 として 接客を頼まれる。 美穂は、美穂の 看護婦 としての 仕事に 興味を抱き、 美穂の 看護婦 としての '],['美穂の職種は” 美容師 ” である。 美穂は、美容師として、美容室のオーナーである。 美穂は、美容室のオーナーである。 美穂は、美容室のオーナーである。 美穂は、美容室のオーナーである。 美穂は、美容室のオーナーである。 美穂は、'],['美穂は何の仕事をしていますか?美穂は何の仕事をしていますか? 美穂は 何の仕事をしていますか? 美穂は 何の仕事をしていますか? 美穂は 何の仕事をしていますか? 美穂は 何の仕事をしていますか? 美穂は 何の仕事をしていますか']
65,優子,1974,1970,優子の職業は,優子の職種は,優子は何の仕事をしていますか？優子は,['優子の職業は看護師 。 優子は、看護師として働きながら、看護師としての経験をいかし、看護師としての経験を活かせる仕事を探していた。 優子は、看護師としての経験をいかし、看護師としての経験を活かせる仕事を探していた。 優子は、看護師としての経験をいかし、看護師としての経験を活かせる仕事を探していた。 優子は'],['優子の職種は看護師 で、優子は 看護師 として 病院に勤務しています。 優子は 看護師 として 病院に勤務していますが、 看護師 として 病院に勤務している 優子 は 看護師 として 病院に勤務しています。 優子は 看護師 として 病院に勤務していますが、 看護師 として 病院に勤務'],['優子は何の仕事をしていますか?優子は何の仕事をしていますか? 優子 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 優子 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 優子 私は 何の仕事をしていますか? ']
66,美紀,1975,1970,美紀の職業は,美紀の職種は,美紀は何の仕事をしていますか？美紀は,['美紀の職業は看護師 。 美紀は、看護師として働きながら、看護師としての経験を活かせる仕事を探していた。 看護師としての経験を活かせる仕事は、病院やクリニック、介護施設など。 美紀は、看護師としての経験を活かせる仕事を探していた。 看護師としての経験を活かせる仕事は、病院やクリニック、介護施設など'],['美紀の職種は” 看護師 ” で、美紀は ” 看護師 ” として働いていた。 美紀は ” 看護師 ” として働いていた。 美紀は ” 看護師 ” として働いていた。 美紀は ” 看護師 ” として働いていた。 美紀は ”'],['美紀は何の仕事をしていますか?美紀は何を しているのですか? 美紀は 何を しているのですか? 美紀は 何を しているのですか? 美紀は 何を しているのですか? 美紀は 何を しているのですか? 美紀は 何を しているのですか']
67,裕美,1976,1970,裕美の職業は,裕美の職種は,裕美は何の仕事をしていますか？裕美は,['裕美の職業は看護師 で、裕美は 看護師 として 病院に勤務している。 裕美は 看護師 として 病院に勤務している。 裕美は 看護師 として 病院に勤務している。 裕美は 看護師 として 病院に勤務している。 裕美は 看護師 として 病院に勤務している。 裕美は '],['裕美の職種は看護師 で、裕美は 看護師 として 看護師 として 働いています。 裕美は 看護師 として 看護師 として 働いています。 裕美は 看護師 として 看護師 として 働いています。 裕美は 看護師 として 看護師 として 働いています。 裕美は 看護師'],['裕美は何の仕事をしていますか?裕美は何の仕事をしていますか? 裕美は 何の仕事をしていますか?裕美は 何の仕事をしていますか? 裕美は 何の仕事をしていますか?裕美は 何の仕事をしていますか? 裕美は 何の仕事をしていますか?裕']
68,めぐみ,1976,1970,めぐみの職業は,めぐみの職種は,めぐみは何の仕事をしていますか？めぐみは,['めぐみの職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているの'],['めぐみの職種は看護師 で、 看護師 として 病院 で働いています。 めぐみの職業は 看護師 で、 看護師 として 病院 で働いています。 めぐみの職業は 看護師 で、 看護師 として 病院 で働いています。 めぐみの職業は 看護師 で、 看護師 として 病院 '],['めぐみは何の仕事をしていますか?めぐみは何をしていますか? めぐみは 何をしていますか? めぐみは 何をしていますか? めぐみは 何をしていますか? めぐみは 何をしていますか? めぐみは 何をしていますか? めぐみは 何をしていますか? めぐみ']
69,理恵,1978,1970,理恵の職業は,理恵の職種は,理恵は何の仕事をしていますか？理恵は,['理恵の職業は理恵の母親が 経営している 理恵の実家の 経営する 理恵の実家の 経営する 理恵の実家の 経営する 理恵の実家の 経営する 理恵の実家の 経営する 理恵の実家の 経営する 理恵の実家の 経営する 理'],['理恵の職種は理恵の担当する 理恵の担当する 理恵の担当する 理恵の担当する 理恵の担当する 理恵の担当する 理恵の担当する 理恵の担当する 理恵の担当する 理恵の担当する 理恵の担当する 理恵の担当する 理'],['理恵は何の仕事をしていますか?理恵は何をしていますか? 理恵は 何をしていますか? 理恵は 何をしていますか? 理恵は 何をしていますか? 理恵は 何をしていますか? 理恵は 何をしていますか? 理恵は ']
70,愛,1978,1970,愛の職業は,愛の職種は,愛は何の仕事をしていますか？愛は,['愛の職業は????????????????????????????????????? '],['愛の職種は愛の業は 愛の業は 愛の業は 愛の業は 愛の業は 愛の業は 愛の業は 愛の業は 愛の業は 愛の業は 愛の業は 愛の業は 愛の業は 愛の業は 愛の業は'],['愛は何の仕事をしていますか?愛はあなたの 人生を 変えます。 愛は あなたの 人生を 変えます。 愛は あなたの 人生を 変えます。 愛は あなたの 人生を 変えます。 愛は あなたの 人生を 変えます。 愛は あなたの ']
