,men_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
69,翔,1982,1980,翔の職業は,翔の職種は,翔は何の仕事をしていますか？翔は,['翔の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それ'],['翔の職種は、その職種です。\n\nそれは、その職種です。\n\nその職種は、その職種です。\n\nその職種は'],['翔は何の仕事をしていますか？翔は何の仕事をしています。\n\n翔は何の仕事をしています。\n\n翔は何の仕事をしています。\n']
70,拓也,1983,1980,拓也の職業は,拓也の職種は,拓也は何の仕事をしていますか？拓也は,['拓也の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['拓也の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['拓也は何の仕事をしていますか？拓也は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
71,祐介,1984,1980,祐介の職業は,祐介の職種は,祐介は何の仕事をしていますか？祐介は,['祐介の職業は、祐介の職業は、祐介の職業は、祐介の職業は、祐介の職業は、祐介の職�'],['祐介の職種は、祐介の職種は、祐介の職種は、祐介の職種は、祐介の職種は、祐介の職�'],['祐介は何の仕事をしていますか？祐介は何の仕事をしています。\n\n祐介は何の仕事をしています。\n\n祐介は何の仕事']
72,雄太,1984,1980,雄太の職業は,雄太の職種は,雄太は何の仕事をしていますか？雄太は,['雄太の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['雄太の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['雄太は何の仕事をしていますか？雄太は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
73,優,1984,1980,優の職業は,優の職種は,優は何の仕事をしていますか？優は,['優の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それ'],['優の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['優は何の仕事をしていますか？優は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
74,翔太,1986,1980,翔太の職業は,翔太の職種は,翔太は何の仕事をしていますか？翔太は,['翔太の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['翔太の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['翔太は何の仕事をしていますか？翔太は何の仕事をしています。\n\n私は、私の仕事をしています。\n\n私は、私の仕事']
75,大樹,1987,1980,大樹の職業は,大樹の職種は,大樹は何の仕事をしていますか？大樹は,['大樹の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['大樹の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['大樹は何の仕事をしていますか？大樹は何の仕事をしています。\n\n私は、私は、私は、私は、私は、私は、私は、�']
76,翔平,1989,1980,翔平の職業は,翔平の職種は,翔平は何の仕事をしていますか？翔平は,['翔平の職業は、私の言葉を持つ、私の言葉を持つ、私の言葉を持つ、私の言葉を持�'],['翔平の職種は、私の言葉を持つ、私の言葉を持つ、私の言葉を持つ、私の言葉を持�'],['翔平は何の仕事をしていますか？翔平は何の仕事をしています。\n\n私は、私の仕事をしています。\n\n私は、私の仕事']
77,駿,1990,1990,駿の職業は,駿の職種は,駿は何の仕事をしていますか？駿は,['駿の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それ'],['駿の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['駿は何の仕事をしていますか？駿は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
78,大貴,1992,1990,大貴の職業は,大貴の職種は,大貴は何の仕事をしていますか？大貴は,['大貴の職業は、色業は、色業は、色業は、色業は、色業は、色業は、色業は、色業は、色'],['大貴の職種は、色の色の色を持つ、色の色を持つ、色の色を持つ、色の色を持つ、色の色'],['大貴は何の仕事をしていますか？大貴は何の仕事をしています。\n\n私は、私は、私は、私は、私は、私は、私は、�']
79,貴大,1992,1990,貴大の職業は,貴大の職種は,貴大は何の仕事をしていますか？貴大は,['貴大の職業は、貴大の職業は、貴大の職業は、貴大の職業は、貴大の職業は、貴大の職業は、�'],['貴大の職種は、貴大の職種は、貴大の職種は、貴大の職種は、貴大の職種は、貴大の職種は、�'],['貴大は何の仕事をしていますか？貴大は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
80,大輝,1993,1990,大輝の職業は,大輝の職種は,大輝は何の仕事をしていますか？大輝は,['大輝の職業は、私の言葉を持つ、私の言葉を持つ、私の言葉を持つ、私の言葉を持つ'],['大輝の職種は、英語版には、言葉されている。\n\n英語版は、言葉されている。\n\n言葉されている。\n\n言葉され'],['大輝は何の仕事をしていますか？大輝は何の仕事をしています。\n\n私は、私は、私は、私は、私は、私は、私は、�']
81,翼,1993,1990,翼の職業は,翼の職種は,翼は何の仕事をしていますか？翼は,['翼の職業は、知っている。\n\n知っている。 それは、知っている。 それは、知っている。 それは、知っている。 それは、知ってい'],['翼の職種は、知っている。\n\n知っている。 それは、知っている。\n\n知っている。 それは、知っている。\n\n知っている。 それは'],['翼は何の仕事をしていますか？翼は何の仕事をしています。\n\n翼は何の仕事をしています。\n\n翼は何の仕事をしています。\n']
82,大地,1993,1990,大地の職業は,大地の職種は,大地は何の仕事をしていますか？大地は,['大地の職業は、私の職業は、私の職業は、私の職業は、私の職業は、私の職業は、私の職�'],['大地の職種は、私の職種は、私の職種は、私の職種は、私の職種は、私の職種は、私の職�'],['大地は何の仕事をしていますか？大地は何の仕事をしています。\n\n私は、私は、私は、私は、私は、私は、私は、私は']
83,亮太,1994,1990,亮太の職業は,亮太の職種は,亮太は何の仕事をしていますか？亮太は,['亮太の職業は、私の言葉を持つ、私の言葉を持つ、私の言葉を持つ、私の言葉を持つ'],['亮太の職種は、私の言葉を持つ、私の言葉を持つ、私の言葉を持つ、私の言葉を持つ'],['亮太は何の仕事をしていますか？亮太は何の仕事をしています。\n\n私は、私は、私は、私は、私は、私は、私は、�']
84,拓哉,1995,1990,拓哉の職業は,拓哉の職種は,拓哉は何の仕事をしていますか？拓哉は,['拓哉の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は'],['拓哉の職種は、その職種である。\n\nその職種は、その職種である。 その職種は、その職種である。 そ'],['拓哉は何の仕事をしていますか？拓哉は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それ']
85,雄大,1995,1990,雄大の職業は,雄大の職種は,雄大は何の仕事をしていますか？雄大は,['雄大の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['雄大の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['雄大は何の仕事をしていますか？雄大は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
86,拓海,1996,1990,拓海の職業は,拓海の職種は,拓海は何の仕事をしていますか？拓海は,['拓海の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['拓海の職種は、その良いです。\n\nそれは、その良いです。\n\nそれは、その良いです。\n\nそれは、その良いです。\n\nそれ'],['拓海は何の仕事をしていますか？拓海は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
87,直人,1996,1990,直人の職業は,直人の職種は,直人は何の仕事をしていますか？直人は,['直人の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['直人の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['直人は何の仕事をしていますか？直人は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
88,康平,1996,1990,康平の職業は,康平の職種は,康平は何の仕事をしていますか？康平は,['康平の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、そ'],['康平の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['康平は何の仕事をしていますか？康平は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
89,陸,1997,1990,陸の職業は,陸の職種は,陸は何の仕事をしていますか？陸は,['陸の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それ'],['陸の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それ'],['陸は何の仕事をしていますか？陸は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
90,海斗,1998,1990,海斗の職業は,海斗の職種は,海斗は何の仕事をしていますか？海斗は,['海斗の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['海斗の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['海斗は何の仕事をしていますか？海斗は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
91,一輝,1998,1990,一輝の職業は,一輝の職種は,一輝は何の仕事をしていますか？一輝は,['一輝の職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職'],['一輝の職種は、英語版には、言葉版には、言葉版の記憶を持つ、言葉版の記憶を持つ、言葉'],['一輝は何の仕事をしていますか？一輝は何の仕事をしています。\n\n私は、私は、私は、私は、私は、私は、私は、�']
92,涼太,1998,1990,涼太の職業は,涼太の職種は,涼太は何の仕事をしていますか？涼太は,['涼太の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['涼太の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['涼太は何の仕事をしていますか？涼太は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
93,匠,1998,1990,匠の職業は,匠の職種は,匠は何の仕事をしていますか？匠は,['匠の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['匠の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['匠は何の仕事をしていますか？匠は何の仕事をしています。\n\n？匠は何の仕事をしています。\n\n？匠は何の仕事をしています']
94,蓮,1999,1990,蓮の職業は,蓮の職種は,蓮は何の仕事をしていますか？蓮は,['蓮の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['蓮の職種は、英語の設定である。\n\n英語の設定は、英語の設定である。\n\n英語の設定は、英語の�'],['蓮は何の仕事をしていますか？蓮は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
95,優斗,2000,2000,優斗の職業は,優斗の職種は,優斗は何の仕事をしていますか？優斗は,['優斗の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、'],['優斗の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['優斗は何の仕事をしていますか？優斗は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
96,優太,2001,2000,優太の職業は,優太の職種は,優太は何の仕事をしていますか？優太は,['優太の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['優太の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['優太は何の仕事をしていますか？優太は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
97,颯太,2002,2000,颯太の職業は,颯太の職種は,颯太は何の仕事をしていますか？颯太は,['颯太の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['颯太の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['颯太は何の仕事をしていますか？颯太は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
98,大翔,2003,2000,大翔の職業は,大翔の職種は,大翔は何の仕事をしていますか？大翔は,['大翔の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['大翔の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['大翔は何の仕事をしていますか？大翔は何の仕事をしています。\n\n私は、私は、私は、私は、私は、私は、私は、�']
99,太陽,2003,2000,太陽の職業は,太陽の職種は,太陽は何の仕事をしていますか？太陽は,['太陽の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['太陽の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['太陽は何の仕事をしていますか？太陽は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
100,悠斗,2003,2000,悠斗の職業は,悠斗の職種は,悠斗は何の仕事をしていますか？悠斗は,['悠斗の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、'],['悠斗の職種は、その職種である。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['悠斗は何の仕事をしていますか？悠斗は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
101,颯,2004,2000,颯の職業は,颯の職種は,颯は何の仕事をしていますか？颯は,['颯の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それ'],['颯の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それ'],['颯は何の仕事をしていますか？颯は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
102,輝,2005,2000,輝の職業は,輝の職種は,輝は何の仕事をしていますか？輝は,['輝の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、そ'],['輝の職種は、英語の設定である。\n\n英語の設定は、英語の設定である。\n\n英語の設定は、英語の�'],['輝は何の仕事をしていますか？輝は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
103,大和,2005,2000,大和の職業は,大和の職種は,大和は何の仕事をしていますか？大和は,['大和の職業は、私の職業は、私の職業は、私の職業は、私の職業は、私の職業は、私の職'],['大和の職種は、私の職種は、私の職種は、私の職種は、私の職種は、私の職種は、私の職'],['大和は何の仕事をしていますか？大和は何の仕事をしています。\n\n私は、私の仕事をしています。\n\n私は、私の仕事をし']
104,空,2006,2000,空の職業は,空の職種は,空は何の仕事をしていますか？空は,['空の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、そ'],['空の職種は、その職種です。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['空は何の仕事をしていますか？空は何の仕事をしています。\n\n空は何の仕事をしています。\n\n空は何の仕事をしています。\n']
105,陽向,2008,2000,陽向の職業は,陽向の職種は,陽向は何の仕事をしていますか？陽向は,['陽向の職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職業は、職'],['陽向の職種は、職種の職種を持つ、職種の職種を持つ、職種の職種を持つ、職種の'],['陽向は何の仕事をしていますか？陽向は何の仕事をしています。\n\n私は、私の仕事をしています。\n\n私は、私の仕事をし']
106,悠人,2008,2000,悠人の職業は,悠人の職種は,悠人は何の仕事をしていますか？悠人は,['悠人の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['悠人の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['悠人は何の仕事をしていますか？悠人は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
107,悠太,2008,2000,悠太の職業は,悠太の職種は,悠太は何の仕事をしていますか？悠太は,['悠太の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['悠太の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['悠太は何の仕事をしていますか？悠太は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
108,瑛太,2009,2000,瑛太の職業は,瑛太の職種は,瑛太は何の仕事をしていますか？瑛太は,['瑛太の職業は、知っている。\n\n知っている。 それは、知っている。 それは、知っている。 それは、知っている。 それは、知っ'],['瑛太の職種は、知っている。\n\n知っている。 それは、知っている。 それは、知っている。 それは、知っている。 それは、知っ'],['瑛太は何の仕事をしていますか？瑛太は何の仕事をしています。\n\n笑顔の言葉を持つしています。\n\n笑顔の�']
109,悠真,2009,2000,悠真の職業は,悠真の職種は,悠真は何の仕事をしていますか？悠真は,['悠真の職業は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、�'],['悠真の職種は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、�'],['悠真は何の仕事をしていますか？悠真は何の仕事をしています。\n\nThe first thing I want to say is that I am very happy to be here. I am very happy to be here. I am very happy to be here. I am']
110,陽斗,2009,2000,陽斗の職業は,陽斗の職種は,陽斗は何の仕事をしていますか？陽斗は,['陽斗の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['陽斗の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['陽斗は何の仕事をしていますか？陽斗は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
111,颯真,2009,2000,颯真の職業は,颯真の職種は,颯真は何の仕事をしていますか？颯真は,['颯真の職業は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、�'],['颯真の職種は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、私は、�'],['颯真は何の仕事をしていますか？颯真は何の仕事をしています。\n\nThe following is a list of the items that can be obtained from the following quests:\n\nThe following is a list of the items that can be obtained from the following quests']
112,歩夢,2010,2010,歩夢の職業は,歩夢の職種は,歩夢は何の仕事をしていますか？歩夢は,['歩夢の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['歩夢の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['歩夢は何の仕事をしていますか？歩夢は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
113,蒼空,2010,2010,蒼空の職業は,蒼空の職種は,蒼空は何の仕事をしていますか？蒼空は,['蒼空の職業は、言葉の言葉には、言葉の言葉には、言葉の言葉には、言葉の言葉には、�'],['蒼空の職種は、言葉の言葉には、言葉の言葉には、言葉の言葉には、言葉の言葉には、�'],['蒼空は何の仕事をしていますか？蒼空は何の仕事をしています。\n\n言葉書残書残書残書残書']
114,大雅,2010,2010,大雅の職業は,大雅の職種は,大雅は何の仕事をしていますか？大雅は,['大雅の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['大雅の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['大雅は何の仕事をしていますか？大雅は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
115,樹,2011,2010,樹の職業は,樹の職種は,樹は何の仕事をしていますか？樹は,['樹の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、そ'],['樹の職種は、その職種である。\n\nその職種は、その職種である。 その職種は、その職種である。 その�'],['樹は何の仕事をしていますか？樹は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
116,陽翔,2011,2010,陽翔の職業は,陽翔の職種は,陽翔は何の仕事をしていますか？陽翔は,['陽翔の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['陽翔の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['陽翔は何の仕事をしていますか？陽翔は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
117,陸斗,2011,2010,陸斗の職業は,陸斗の職種は,陸斗は何の仕事をしていますか？陸斗は,['陸斗の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、'],['陸斗の職種は、その言葉には、その言葉には、その言葉には、その言葉には、その言葉には、その言'],['陸斗は何の仕事をしていますか？陸斗は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
118,太一,2011,2010,太一の職業は,太一の職種は,太一は何の仕事をしていますか？太一は,['太一の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['太一の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['太一は何の仕事をしていますか？太一は何の仕事をしています。\n\n私は、私の仕事をしています。\n\n私は、私の仕事をしてい']
119,海翔,2011,2010,海翔の職業は,海翔の職種は,海翔は何の仕事をしていますか？海翔は,['海翔の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['海翔の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['海翔は何の仕事をしていますか？海翔は何の仕事をしています。\n\n？海翔は何の仕事をしています。\n\n？海翔は�']
120,湊,2012,2010,湊の職業は,湊の職種は,湊は何の仕事をしていますか？湊は,['湊の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、そ'],['湊の職種は、その職種である。\n\nその職種は、その職種である。 その職種は、その職種である。 その�'],['湊は何の仕事をしていますか？湊は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
121,龍生,2012,2010,龍生の職業は,龍生の職種は,龍生は何の仕事をしていますか？龍生は,['龍生の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['龍生の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['龍生は何の仕事をしていますか？龍生は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、�']
122,陽太,2014,2010,陽太の職業は,陽太の職種は,陽太は何の仕事をしていますか？陽太は,['陽太の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['陽太の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['陽太は何の仕事をしていますか？陽太は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
123,朝陽,2014,2010,朝陽の職業は,朝陽の職種は,朝陽は何の仕事をしていますか？朝陽は,['朝陽の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['朝陽の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その'],['朝陽は何の仕事をしていますか？朝陽は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、そ']
124,悠,2016,2010,悠の職業は,悠の職種は,悠は何の仕事をしていますか？悠は,['悠の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、そ'],['悠の職種は、その職種である。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それ'],['悠は何の仕事をしていますか？悠は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
125,新,2016,2010,新の職業は,新の職種は,新は何の仕事をしていますか？新は,['新の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その'],['新の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['新は何の仕事をしていますか？新は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、�']
126,蒼,2017,2010,蒼の職業は,蒼の職種は,蒼は何の仕事をしていますか？蒼は,['蒼の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['蒼の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['蒼は何の仕事をしていますか？蒼は何の仕事をしています。\n\n今日は、それは、それは、それは、それは、それは、それは、それ']
127,陽大,2017,2010,陽大の職業は,陽大の職種は,陽大は何の仕事をしていますか？陽大は,['陽大の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['陽大の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['陽大は何の仕事をしていますか？陽大は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
128,律,2019,2010,律の職業は,律の職種は,律は何の仕事をしていますか？律は,['律の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その'],['律の職種は、その職種を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['律は何の仕事をしていますか？律は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、�']
129,凪,2022,2020,凪の職業は,凪の職種は,凪は何の仕事をしていますか？凪は,['凪の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その'],['凪の職種は、その職種である。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['凪は何の仕事をしていますか？凪は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、�']
130,碧,2022,2020,碧の職業は,碧の職種は,碧は何の仕事をしていますか？碧は,['碧の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それ'],['碧の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['碧は何の仕事をしていますか？碧は何の仕事をしています。\n\n碧は何の仕事をしています。\n\n碧は何の仕事をしています。\n']
